meta_critic,meta_actor,fpga_critic,fpga_actor,fog_gpu_critic,fog_gpu_actor,cloud_critic,cloud_actor,training_steps,episodes
1.0372838973999023,0.9048920273780823,,,,,,,0,1
0.8959645628929138,0.9625203609466553,,,,,,,1,2
0.9804766774177551,0.5541974306106567,,,,,,,2,3
0.9407376050949097,0.6974057555198669,,,,,,,3,4
0.9941521286964417,1.0151786804199219,,,,,,,4,5
0.9765641689300537,0.991724967956543,,,,,,,5,6
0.9812745451927185,0.7281595468521118,,,,,,,6,7
1.0125977993011475,0.697171688079834,,,,,,,7,8
0.912070631980896,0.7350150942802429,,,,,,,8,9
0.9825513362884521,0.6468874216079712,,,,,,,9,10
1.059227466583252,0.9145785570144653,,,,,,,10,11
1.015590786933899,0.9117688536643982,,,,,,,11,12
0.9566206336021423,0.8390222787857056,,,,,,,12,13
0.9251735806465149,0.9980074167251587,,,,,,,13,14
0.8931905627250671,0.8120673894882202,,,,,,,14,15
0.9801528453826904,0.7532055377960205,,,,,,,15,16
0.9619317054748535,0.8046882152557373,,,,,,,16,17
0.9496442079544067,0.9695364236831665,,,,,,,17,18
0.960532546043396,1.0353994369506836,,,,,,,18,19
0.9623385071754456,0.7470664978027344,,,,,,,19,20
0.9607536196708679,0.7191198468208313,,,,,,,20,21
0.9932790994644165,0.7728292346000671,,,,,,,21,22
0.9715278744697571,0.6413908004760742,,,,,,,22,23
0.8728759288787842,0.9004507064819336,,,,,,,23,24
0.8870117664337158,0.8647773861885071,,,,,,,24,25
0.9143436551094055,0.8261075615882874,,,,,,,25,26
0.9676203727722168,0.804140567779541,,,,,,,26,27
0.9987892508506775,0.7451900243759155,,,,,,,27,28
0.9288688898086548,0.7851120233535767,,,,,,,28,29
0.9520410299301147,1.0714185237884521,,,,,,,29,30
1.0176353454589844,0.7135480046272278,,,,,,,30,31
0.9328935146331787,0.8844360709190369,,,,,,,31,32
1.0763111114501953,0.9046655893325806,,,,,,,32,33
1.0065940618515015,0.8948660492897034,,,,,,,33,34
0.9770851135253906,0.7682355642318726,,,,,,,34,35
1.0278892517089844,0.8840108513832092,,,,,,,35,36
0.891975462436676,0.6998798847198486,,,,,,,36,37
1.1256804466247559,0.8665513396263123,,,,,,,37,38
1.0549622774124146,0.8315961360931396,,,,,,,38,39
0.9115599393844604,0.7330604195594788,,,,,,,39,40
0.9957156777381897,0.7634851932525635,,,,,,,40,41
0.908679723739624,0.8154768943786621,,,,,,,41,42
0.9385031461715698,0.7834374904632568,,,,,,,42,43
1.0751276016235352,0.9541404843330383,,,,,,,43,44
0.990196943283081,0.8937727212905884,,,,,,,44,45
1.0415632724761963,0.7653182744979858,,,,,,,45,46
0.9586218595504761,0.9476749897003174,,,,,,,46,47
1.0576882362365723,0.6342858672142029,,,,,,,47,48
1.0383827686309814,0.7867903709411621,,,,,,,48,49
0.9101386666297913,0.6686758995056152,,,,,,,49,50
0.9252171516418457,0.9451988935470581,,,,,,,50,51
1.073011875152588,0.9282171726226807,,,,,,,51,52
0.9663572311401367,0.7292311787605286,,,,,,,52,53
0.9694297313690186,0.7590932846069336,,,,,,,53,54
0.9244736433029175,0.6044041514396667,,,,,,,54,55
