meta_critic,meta_actor,fpga_critic,fpga_actor,fog_gpu_critic,fog_gpu_actor,cloud_critic,cloud_actor,training_steps,episodes
1.0541235208511353,0.8546961545944214,,,,,,,55,56
0.9089624881744385,0.7968401908874512,,,,,,,56,57
0.9736959338188171,0.5807077288627625,,,,,,,57,58
1.0606478452682495,0.9327927231788635,,,,,,,58,59
0.82502281665802,0.9041420221328735,,,,,,,59,60
1.0275578498840332,0.7562344074249268,,,,,,,60,61
0.9107199907302856,0.881393551826477,,,,,,,61,62
1.054034948348999,0.8190251588821411,,,,,,,62,63
1.012730598449707,1.0117864608764648,,,,,,,63,64
1.0287151336669922,0.9802513718605042,,,,,,,64,65
1.0198040008544922,1.1255995035171509,,,,,,,65,66
0.9444120526313782,0.9270057678222656,,,,,,,66,67
0.9358841180801392,0.7878309488296509,,,,,,,67,68
0.9334971904754639,0.8447369337081909,,,,,,,68,69
0.9521715044975281,0.8081107139587402,,,,,,,69,70
0.924541711807251,0.8749186992645264,,,,,,,70,71
0.9819437265396118,0.9978275299072266,,,,,,,71,72
1.0123693943023682,0.6900177001953125,,,,,,,72,73
0.9902200698852539,0.7909131050109863,,,,,,,73,74
0.9703710079193115,0.8580646514892578,,,,,,,74,75
1.02017343044281,0.8589669466018677,,,,,,,75,76
0.934140682220459,0.7929901480674744,,,,,,,76,77
0.9136292934417725,0.985041618347168,,,,,,,77,78
0.9426981210708618,0.8539868593215942,,,,,,,78,79
0.9652078747749329,0.7807325124740601,,,,,,,79,80
0.9647958874702454,1.0221178531646729,,,,,,,80,81
1.2064268589019775,0.8946934938430786,,,,,,,81,82
0.8908237218856812,0.8566423058509827,,,,,,,82,83
0.9526839852333069,0.7576044797897339,,,,,,,83,84
0.8970659971237183,0.902206301689148,,,,,,,84,85
0.9776043891906738,0.9322906732559204,,,,,,,85,86
0.9611871242523193,0.7262398600578308,,,,,,,86,87
1.0032775402069092,0.9412156939506531,,,,,,,87,88
0.9492570161819458,0.6331284642219543,,,,,,,88,89
0.9323885440826416,0.7815170884132385,,,,,,,89,90
0.9701571464538574,0.48692619800567627,,,,,,,90,91
0.9716870188713074,0.767509937286377,,,,,,,91,92
0.8832934498786926,1.0759950876235962,,,,,,,92,93
1.014739990234375,1.1000888347625732,,,,,,,93,94
1.0022269487380981,0.6660435199737549,,,,,,,94,95
0.9628114700317383,0.7481917142868042,,,,,,,95,96
0.9666296243667603,0.5826183557510376,,,,,,,96,97
0.9969332814216614,0.6650079488754272,,,,,,,97,98
1.0980026721954346,0.7108169198036194,,,,,,,98,99
1.0631279945373535,0.8945801854133606,,,,,,,99,100
0.8658566474914551,0.6438640356063843,,,,,,,100,101
0.992559552192688,0.7784774303436279,,,,,,,101,102
0.8946117758750916,0.7848249077796936,,,,,,,102,103
0.9932878017425537,0.5411384105682373,,,,,,,103,104
0.9665135145187378,0.6707754135131836,,,,,,,104,105
1.0035851001739502,0.731271505355835,,,,,,,105,106
0.9547690749168396,0.9732862710952759,,,,,,,106,107
0.9401894807815552,0.6943672895431519,,,,,,,107,108
0.8949276208877563,0.9573783874511719,,,,,,,108,109
0.9442211389541626,0.9096085429191589,,,,,,,109,110
0.9750374555587769,0.8325680494308472,,,,,,,110,111
0.9758308529853821,0.6094404458999634,,,,,,,111,112
1.012346863746643,0.8621000051498413,,,,,,,112,113
0.9492640495300293,0.7267875671386719,,,,,,,113,114
0.9085740447044373,0.8602871894836426,,,,,,,114,115
1.0238735675811768,0.7927306890487671,,,,,,,115,116
0.8894997835159302,0.7027527093887329,,,,,,,116,117
0.967226505279541,0.8377600312232971,,,,,,,117,118
0.966590166091919,0.9082086086273193,,,,,,,118,119
1.0145277976989746,0.7726552486419678,,,,,,,119,120
0.9504079222679138,0.6216805577278137,,,,,,,120,121
1.0081654787063599,0.7145107388496399,,,,,,,121,122
0.9398850202560425,0.7294517755508423,,,,,,,122,123
1.0407582521438599,0.8688525557518005,,,,,,,123,124
0.8368041515350342,0.7190253734588623,,,,,,,124,125
0.9906123280525208,1.1028093099594116,,,,,,,125,126
0.8816114068031311,0.9346139430999756,,,,,,,126,127
1.0449209213256836,0.7692697048187256,,,,,,,127,128
1.0823568105697632,0.672564685344696,,,,,,,128,129
1.053450584411621,0.49032893776893616,,,,,,,129,130
0.9477579593658447,0.510466456413269,,,,,,,130,131
0.9725691080093384,0.7378370761871338,,,,,,,131,132
0.9980295300483704,0.7800738215446472,,,,,,,132,133
0.9361889362335205,0.7993110418319702,,,,,,,133,134
0.9824063181877136,0.7965452075004578,,,,,,,134,135
1.0054720640182495,0.4845180809497833,,,,,,,135,136
0.9470763206481934,0.8173572421073914,,,,,,,136,137
1.0188562870025635,0.9703549146652222,,,,,,,137,138
0.8948066234588623,0.5695886015892029,,,,,,,138,139
0.9463609457015991,0.49543148279190063,,,,,,,139,140
0.9110425114631653,0.9206688404083252,,,,,,,140,141
0.9660111665725708,0.8594893217086792,,,,,,,141,142
0.9979308843612671,0.8371418714523315,,,,,,,142,143
1.030883550643921,0.7867027521133423,,,,,,,143,144
0.9416669011116028,0.9357712864875793,,,,,,,144,145
1.0278369188308716,0.9921111464500427,,,,,,,145,146
0.9189783334732056,0.7274619340896606,,,,,,,146,147
0.9642893075942993,0.9207724928855896,,,,,,,147,148
0.9219686985015869,1.0485155582427979,,,,,,,148,149
0.9292409420013428,0.8433674573898315,,,,,,,149,150
0.9230966567993164,0.6088173389434814,,,,,,,150,151
1.0348553657531738,0.79386305809021,,,,,,,151,152
0.9075988531112671,0.8411328792572021,,,,,,,152,153
0.966429591178894,0.5970529317855835,,,,,,,153,154
0.9943538308143616,0.8994313478469849,,,,,,,154,155
1.13383150100708,0.7221394777297974,,,,,,,155,156
0.9784046411514282,0.7433834075927734,,,,,,,156,157
0.9161279201507568,0.9378728866577148,,,,,,,157,158
0.8842195272445679,0.44035372138023376,,,,,,,158,159
1.0135343074798584,0.7875103950500488,,,,,,,159,160
0.9928856492042542,0.9753842949867249,,,,,,,160,161
0.9997693300247192,1.0279388427734375,,,,,,,161,162
0.929725170135498,0.8955557346343994,,,,,,,162,163
1.1500740051269531,0.8916423320770264,,,,,,,163,164
1.0301586389541626,0.7630071043968201,,,,,,,164,165
1.104283094406128,0.7246569395065308,,,,,,,165,166
0.9718422293663025,0.9498223066329956,,,,,,,166,167
0.926315188407898,0.7569952607154846,,,,,,,167,168
1.0088114738464355,0.8253348469734192,,,,,,,168,169
0.8885323405265808,0.6967585682868958,,,,,,,169,170
0.9828003644943237,0.8155910968780518,,,,,,,170,171
0.9853167533874512,0.710485577583313,,,,,,,171,172
0.7476881742477417,0.37971222400665283,,,,,,,172,173
1.0591270923614502,0.9334520697593689,,,,,,,173,174
1.0409168004989624,0.8542092442512512,,,,,,,174,175
1.0471110343933105,0.8641868829727173,,,,,,,175,176
0.928292453289032,0.9382616281509399,,,,,,,176,177
1.111403226852417,0.8414043188095093,,,,,,,177,178
0.9154656529426575,0.602972686290741,,,,,,,178,179
0.8618243932723999,0.7406315803527832,,,,,,,179,180
1.015733242034912,0.6557260155677795,,,,,,,180,181
1.00937819480896,0.9559075236320496,,,,,,,181,182
1.074744462966919,0.791307806968689,,,,,,,182,183
0.9784450531005859,0.6049167513847351,,,,,,,183,184
0.9280238747596741,0.7292157411575317,,,,,,,184,185
0.9711921215057373,0.8020204305648804,,,,,,,185,186
0.9414618015289307,0.9852389097213745,,,,,,,186,187
0.9224528074264526,0.8042256236076355,,,,,,,187,188
1.1042695045471191,0.6651030778884888,,,,,,,188,189
0.8947873115539551,0.8670474290847778,,,,,,,189,190
0.9815717935562134,0.6726487874984741,,,,,,,190,191
1.0084775686264038,0.5794612169265747,,,,,,,191,192
1.0084228515625,0.8301025629043579,,,,,,,192,193
0.9864974021911621,0.6672809720039368,,,,,,,193,194
1.060858964920044,0.6223353147506714,,,,,,,194,195
0.9862385988235474,0.7255760431289673,,,,,,,195,196
0.9277094602584839,0.5556774735450745,,,,,,,196,197
0.9130640029907227,1.0280704498291016,,,,,,,197,198
1.049920678138733,0.9162821769714355,,,,,,,198,199
0.9700788855552673,0.8831802010536194,,,,,,,199,200
1.0022878646850586,0.8938969969749451,,,,,,,200,201
1.0617706775665283,0.671838641166687,,,,,,,201,202
0.9859716296195984,0.6888331174850464,,,,,,,202,203
0.955543041229248,0.8682349324226379,,,,,,,203,204
0.9514472484588623,0.7459487318992615,,,,,,,204,205
1.0801975727081299,0.8424099683761597,,,,,,,205,206
0.9992365837097168,0.8652787804603577,,,,,,,206,207
1.018459677696228,0.8929212093353271,,,,,,,207,208
0.9663697481155396,0.8155139684677124,,,,,,,208,209
1.1304081678390503,0.8187131881713867,,,,,,,209,210
1.0221304893493652,0.771583080291748,,,,,,,210,211
0.9770938158035278,0.9296121597290039,,,,,,,211,212
1.022379755973816,0.7361918091773987,,,,,,,212,213
0.9232826232910156,0.7351535558700562,,,,,,,213,214
0.9584336876869202,0.937274158000946,,,,,,,214,215
0.9984933137893677,0.7757681012153625,,,,,,,215,216
1.0049418210983276,1.0392026901245117,,,,,,,216,217
1.009253978729248,0.7241286039352417,,,,,,,217,218
1.083527684211731,0.6326220035552979,,,,,,,218,219
0.9152933955192566,0.8258342146873474,,,,,,,219,220
1.0412639379501343,0.8036457300186157,,,,,,,220,221
0.9702644348144531,0.6007379293441772,,,,,,,221,222
0.9628245830535889,0.8817713260650635,,,,,,,222,223
0.9514319896697998,0.9002013206481934,,,,,,,223,224
0.9188289642333984,0.32591286301612854,,,,,,,224,225
0.9617983102798462,0.9080071449279785,,,,,,,225,226
0.9524619579315186,0.6568391919136047,,,,,,,226,227
0.9638546705245972,0.7838485836982727,,,,,,,227,228
1.0019049644470215,0.6946777105331421,,,,,,,228,229
0.992694616317749,1.111745834350586,,,,,,,229,230
0.9598608016967773,0.9295819997787476,,,,,,,230,231
1.0676913261413574,0.790472149848938,,,,,,,231,232
1.0115940570831299,0.9196240305900574,,,,,,,232,233
0.9280408620834351,0.8402882814407349,,,,,,,233,234
1.1064364910125732,0.9323192834854126,,,,,,,234,235
0.9921280145645142,0.9964225888252258,,,,,,,235,236
0.9852406978607178,0.7930409908294678,,,,,,,236,237
1.0001999139785767,0.769177258014679,,,,,,,237,238
1.0406904220581055,0.91854327917099,,,,,,,238,239
1.0134711265563965,0.6564399003982544,,,,,,,239,240
1.0387077331542969,0.8911575078964233,,,,,,,240,241
1.0401296615600586,0.8478480577468872,,,,,,,241,242
1.0918428897857666,0.887376070022583,,,,,,,242,243
1.0846298933029175,0.8510816693305969,,,,,,,243,244
0.9634463787078857,0.5001148581504822,,,,,,,244,245
1.0282320976257324,0.772297739982605,,,,,,,245,246
0.9739469289779663,0.7425161600112915,,,,,,,246,247
1.004823923110962,0.8292902708053589,,,,,,,247,248
0.9662752747535706,0.6692730188369751,,,,,,,248,249
0.9310593605041504,0.8253195285797119,,,,,,,249,250
1.1164214611053467,0.8785708546638489,,,,,,,250,251
0.9086265563964844,0.9466392993927002,,,,,,,251,252
0.9664497375488281,0.7690209746360779,,,,,,,252,253
1.0495766401290894,0.5368329286575317,,,,,,,253,254
0.9402951002120972,0.46931788325309753,,,,,,,254,255
1.1258437633514404,0.8921031355857849,,,,,,,255,256
1.0217223167419434,0.5991566181182861,,,,,,,256,257
1.003342866897583,0.7516406774520874,,,,,,,257,258
0.9763867855072021,0.7196260094642639,,,,,,,258,259
0.9606484174728394,0.6231958866119385,,,,,,,259,260
0.9349998235702515,0.6223070621490479,,,,,,,260,261
0.9678980112075806,0.9475981593132019,,,,,,,261,262
0.9689193964004517,0.5774393081665039,,,,,,,262,263
1.0081171989440918,0.8219752311706543,,,,,,,263,264
0.9739993214607239,0.7732436656951904,,,,,,,264,265
0.9223192930221558,0.658146321773529,,,,,,,265,266
1.067500114440918,0.9222375154495239,,,,,,,266,267
0.9219889640808105,0.6224926114082336,,,,,,,267,268
1.011509656906128,0.7761010527610779,,,,,,,268,269
0.9768379926681519,1.0641107559204102,,,,,,,269,270
0.8757696151733398,1.0587924718856812,,,,,,,270,271
1.034224510192871,0.6333352327346802,,,,,,,271,272
0.9627110958099365,0.7727150321006775,,,,,,,272,273
0.9065002202987671,0.8016753792762756,,,,,,,273,274
0.9602268934249878,0.7379900813102722,,,,,,,274,275
0.8744829893112183,0.9633075594902039,,,,,,,275,276
0.967575192451477,0.8103156685829163,,,,,,,276,277
0.9573293924331665,0.6457217931747437,,,,,,,277,278
0.9564008712768555,0.9124705791473389,,,,,,,278,279
0.9681586027145386,0.9421968460083008,,,,,,,279,280
0.9204500913619995,0.8982424736022949,,,,,,,280,281
0.8750104308128357,0.8602250814437866,,,,,,,281,282
1.082258701324463,0.9618412852287292,,,,,,,282,283
1.0271074771881104,0.8126662969589233,,,,,,,283,284
0.9923471212387085,0.9029860496520996,,,,,,,284,285
1.0417684316635132,0.9356411695480347,,,,,,,285,286
0.9481000900268555,0.8133821487426758,,,,,,,286,287
0.9209281802177429,0.932513952255249,,,,,,,287,288
0.9949741363525391,0.8146752715110779,,,,,,,288,289
0.9825429916381836,0.9230208992958069,,,,,,,289,290
0.9505366683006287,0.826083242893219,,,,,,,290,291
0.9376345872879028,0.6661649942398071,,,,,,,291,292
1.0591648817062378,0.6438281536102295,,,,,,,292,293
0.8947468996047974,0.6677745580673218,,,,,,,293,294
0.951024055480957,0.7920535802841187,,,,,,,294,295
0.9571309089660645,0.7990016937255859,,,,,,,295,296
0.9199990034103394,0.9390319585800171,,,,,,,296,297
1.006263256072998,0.7525469064712524,,,,,,,297,298
0.9482654929161072,0.6940584182739258,,,,,,,298,299
0.9182417988777161,0.7872815728187561,,,,,,,299,300
1.0892002582550049,0.9594104886054993,,,,,,,300,301
0.9739248752593994,0.9902752041816711,,,,,,,301,302
0.9356043338775635,0.39657723903656006,,,,,,,302,303
1.032235860824585,0.7539754509925842,,,,,,,303,304
0.8577468991279602,0.7724165916442871,,,,,,,304,305
0.9661052227020264,0.6052839159965515,,,,,,,305,306
0.942664623260498,0.8194962739944458,,,,,,,306,307
0.9575400352478027,0.6745350360870361,,,,,,,307,308
0.9446467757225037,0.7198349833488464,,,,,,,308,309
0.8940424919128418,0.704182505607605,,,,,,,309,310
0.9680220484733582,0.6837254762649536,,,,,,,310,311
0.9909453988075256,0.7549265623092651,,,,,,,311,312
0.9894432425498962,0.6736006736755371,,,,,,,312,313
1.0201830863952637,0.5198527574539185,,,,,,,313,314
1.0720577239990234,0.9607497453689575,,,,,,,314,315
0.986997127532959,0.7185031771659851,,,,,,,315,316
1.0294108390808105,0.7682383060455322,,,,,,,316,317
0.9578235745429993,0.6447423696517944,,,,,,,317,318
