episode,reward,makespan,load_balance
1,359.7518793330889,2.4702300631673886,0.9213365868689526
2,333.92169732575985,2.500035092339722,0.9509505568978608
3,261.13426974770357,2.017151632664786,0.9383440306298482
4,296.4555461237512,1.7239149614309266,0.9562697817389396
5,303.1356493560455,1.66889004087708,0.9319372838571542
6,296.22143260889686,2.0126214460687732,0.9511081362476628
7,267.7016386040041,2.135416557630871,0.9500867758372932
8,223.36992825483628,1.8933591313681073,0.9162495123948338
9,283.18209756430804,2.001909844031672,0.9483854734380847
10,265.9889468220844,2.157582787024064,0.9399943010334592
11,255.95866011364876,2.1722988584961094,0.9475655362248678
12,217.53310862024762,1.7554346355485397,0.9096454223264971
13,209.46953767217485,2.02278042141699,0.9062354163284436
14,299.65461490615337,1.9004676901333273,0.9800749386733805
15,334.2906872617289,1.9588858461219996,0.964843794119935
16,241.02019321326736,2.0622172332269053,0.959175980605421
17,328.2299998721097,2.284214932920574,0.9865772801661286
18,315.11706752749353,1.935042808374876,0.945979090338865
19,321.76217038045326,1.890668433108348,0.9514195447389546
20,349.4828701144652,2.3293325914191616,0.9492385662745146
21,282.6822887624959,2.2525448188110246,0.9340182720286822
22,248.78080660580645,1.724789713617354,0.9383534851322949
23,338.33019537025484,2.554024036380458,0.9442231081948711
24,317.80378983402636,1.8672629256474602,0.9661784367715407
25,314.1390363883678,2.4561824501304126,0.9245980713814507
26,400.94154374479376,1.9379376186822888,1.0137986329330635
27,339.4811782092378,1.863200451533825,0.9735096848522417
28,276.3731959094711,1.8546177421196992,0.9325153086073884
29,280.9594631386554,2.3719813968791654,0.955477237054251
30,243.95683447957023,1.6307049494612582,0.9353349033572338
31,230.6532809320219,1.96789444437255,0.9210557355284699
32,289.6437126732342,1.910841682293429,0.9500101526593806
33,334.59511633854214,1.8931240167564138,0.9425543514437714
34,276.0778541314522,2.119573249864416,0.9540000991314638
35,376.9398891845653,2.22597130276818,0.976353992731944
36,301.01818059141556,2.1435481044016296,0.9299002565015191
37,266.85903713917,1.6470688454164235,0.9744974371398709
38,298.0298172898473,2.0837125895932527,0.9609306315175888
39,323.5725814097739,1.9644705903456314,0.9373250238351496
40,233.08232200410094,2.1976923095421284,0.9155969265392812
41,289.48040933680176,2.289372750099805,0.9665432811150387
42,278.10703743949324,2.2162778508449357,0.9648417492944015
43,268.24050562610284,1.942115274158807,0.9333636179154232
44,289.9774883987952,2.450962599463484,0.9484488699129625
45,235.7128821306425,2.332238354709713,0.924517096236197
46,220.80991169588503,1.912836226456121,0.914984065850355
47,288.3278066146714,2.456951429411536,0.9499516810513231
48,283.0115008212445,2.2266206390913523,0.9120688026885397
49,326.70705729393154,2.1537266665391233,0.9556907101948852
50,306.98020045503455,2.0536495216151813,0.9351327784885182
51,338.8079104300444,1.99376577669156,0.9652506033046665
52,282.672784094591,1.6123775326806187,0.9727841345801014
53,242.66643187588153,1.7696145327221053,0.9102443543244592
54,357.3861280373475,1.9627787450954195,1.0130694162841034
55,239.51096695308726,2.216618400324414,0.9048610528279268
56,225.4559103125893,2.445768026781545,0.9226788774150103
57,351.11769803820533,1.9078447424790428,0.9746187884378861
58,355.95248836681486,1.9346870061692205,0.9790272249265
59,243.30509903549134,1.994317253972842,0.9272568828836925
60,348.02684669498046,2.0874757329511375,0.9492103927756745
61,331.6902039238796,2.117042857146533,0.9475630336282228
62,344.3824912451306,1.952141000536368,0.9512860507270209
63,250.40643399951438,2.241163881214878,0.9328604859962218
64,277.7341363710412,2.0689020389014154,0.9470322276350187
65,265.9300102040675,2.2709696875938565,0.9342851557421936
66,249.94778398364002,1.9415428659187408,0.9461049996583406
67,310.9358562909771,2.0437764984036626,0.9428904711714098
68,237.96441819352344,2.2053691998632803,0.9389479154916406
69,264.8544486422278,2.278521070656022,0.9382816511755359
70,273.9330988448363,2.0806783761488714,0.9101230333600723
71,292.2504198391734,1.7284287143452528,0.9456957072364428
72,230.1913064302398,1.854677001094956,0.9244603535678133
73,283.8999066023563,2.0159220603550185,0.9644099460865772
74,281.42222216161707,2.235170241497891,0.9151610554072818
75,262.64561863521635,2.1384312194815003,0.9671797809631135
76,284.58563228682556,2.1757036935759366,0.9587551357094994
77,370.8992304006565,2.5612287020776363,0.9191995584136188
78,335.4261612490577,2.3056485494788244,0.9616423709499893
79,308.12027856466295,1.9391640346025536,0.946410895212796
80,249.59865758804958,2.0234109119786265,0.9451264118314455
81,332.3117740174,1.9950051553593977,0.9705612055636899
82,196.0911218575382,1.916480754441714,0.9039099592644062
83,279.2134700535767,2.1686129016196682,0.9357272777604457
84,363.8344115700742,2.4529418324657044,0.9653282799964944
85,263.8390751876774,1.9554709061199669,0.9302477736534666
86,294.61249382938433,2.1672057304003833,0.946051123025571
87,242.7175721263895,2.155508063503179,0.9309873917358996
88,223.74391715603048,2.189726569340745,0.908806085008046
89,316.9074003106785,2.513780353574651,0.9685859302790715
90,315.18529596358655,1.8179815538261899,0.94260688164563
91,164.88088857160588,2.1099999532766027,0.9097109778306779
92,254.74377651977898,2.0871359984433315,0.9015288635768994
93,252.84595042468254,2.0391530203612502,0.9540012285552473
94,250.09456098962198,2.355556490936274,0.929922945628829
95,288.77099073471175,2.279538171208258,0.9214315192766683
96,229.82126122359705,2.2675851125183053,0.932229699648434
97,288.3651786132516,2.1452992665239,0.9735099667397462
98,304.77057466619846,2.8967694845163816,0.9501213982784903
99,245.7025317728391,2.1546348709468366,0.9216860037394514
100,311.8144241716897,2.1251772373214726,0.9233864486711928
101,293.2230963274445,2.342350728560538,0.9845851378304794
102,244.39578744326053,2.0024324530562705,0.9397056304133868
103,355.2847251914446,1.8841504168444791,0.9353204912603714
104,309.521243991132,2.2407188681237153,0.9484591901014863
105,257.2034215547148,2.4159687040441393,0.9401273418838969
106,262.0956180953197,2.3895278694824778,0.9175399131290515
107,309.5284119233086,2.2414991936617756,0.9401312511994488
108,317.69240407475826,2.1371345348613517,0.9891200893208842
109,279.0802122077582,1.996787644521757,0.978670722959899
110,262.7146580121088,2.3061131071171115,0.9477361173703096
111,240.36979907664238,1.9574445527340543,0.9259303492544583
112,266.32638217113197,1.8952927207503585,0.9336513378695406
113,356.6798688548799,1.51574045658298,0.9190410454305301
114,306.91461917170625,2.257763429607502,0.9276335316268272
115,332.23073650457474,2.1275897982512273,0.9719972501063452
116,281.1394702434885,1.8721607301704488,0.9768686374939721
117,258.16590097331994,1.8878265306297701,0.9151221806323994
118,288.75390447437644,2.547267169037208,0.9366952046197812
119,344.8051365702183,2.320088554659165,0.9558874885239943
120,266.63202962655276,2.0301338376222033,0.9015397466031332
121,315.4785672906005,1.9424750284136052,0.9563970025100892
122,233.75216086011866,1.9471976475834532,0.922234253665005
123,297.06541306775205,2.558283827910735,0.9480452516915888
124,288.4594892334323,2.0497112138764013,0.9309410855180786
125,336.4930008587568,1.9132581432462794,1.007236107355674
126,273.0295923269526,2.3847539503333155,0.9423471386449151
127,313.51650828000066,2.0809590701138387,0.9046398148902156
128,307.28281256817615,2.155267742974381,0.9520784566381872
129,245.71869217197047,2.0168582785932405,0.9420329163871836
130,322.4104238911816,2.1092980311281084,0.9325266878735656
131,288.231044579998,1.9169865688075718,0.9396801944348988
132,233.673664433182,2.1187781194690913,0.931803576530724
133,284.692545245097,2.5314625605286674,0.9124181254912825
134,274.03318193197043,2.091240022625602,0.9424747758340818
135,303.4419959345792,2.406980714076929,0.9537520898797383
136,271.15475610959464,1.9045419226951865,0.9474960704515228
137,269.8672997048137,2.303897862260025,0.9463004299400142
138,343.39853427778235,2.333523116476921,0.9701381238073272
139,248.25987291865997,2.007066610785696,0.9281054861519656
140,266.64888467676815,2.492116060837923,0.962487353283993
141,245.843126350507,2.473758997146272,0.9155086010934144
142,300.4945023245576,2.4271286623389408,0.9396023405782005
143,299.5722362255354,1.9250770097002572,0.9815833951889381
144,273.5541836306214,1.9874378871408616,0.959262784712579
145,338.0919896407579,2.151565648891656,0.9598717207895198
146,280.53652228499504,2.558125331374165,0.9337005995995009
147,315.64773482195517,1.932265011906277,0.9645473317263009
148,322.7873751162264,2.2749979956233704,0.9671385202674548
149,268.90342390859604,2.2946964551201576,0.9383633451961173
150,247.61449663202416,2.0307485671411367,0.9196415498696904
151,401.1827871411937,2.0924807960739265,0.9662966578667576
152,239.74706153890804,1.6255244289233617,0.9278852099080137
153,264.46883489001544,2.180998130627301,0.9206152790113146
154,321.46877949757834,1.8444908253051384,0.9334632858668255
155,282.5868974910874,1.7162459807321433,0.9679885617407522
156,291.6102050599967,2.131901116943261,0.9536638374181955
157,222.91892821139007,1.8834729935181684,0.9635089648748028
158,273.71466649400764,2.0125377173573114,0.9647086468485555
159,208.2159777281199,2.292363287483761,0.9189429283253254
160,334.40178917053146,1.905911375573865,0.9635944032051359
161,240.06972777274987,2.1983602513302136,0.9138447941163903
162,302.4112666700917,2.7368133624512323,0.9938204662767329
163,342.069946426864,2.3518771061973665,0.9880854682289955
164,316.4126881937786,2.134101449215394,0.9627625837846876
165,349.82087998500344,2.454648760422588,0.9343935667578471
166,298.73474163878313,1.8769899003230543,0.9547320670282188
167,356.01358995280407,2.458189643971862,0.995604582797903
168,217.65419912050913,1.8100234128116015,0.9188084972128936
169,274.5038416606248,2.0863738482767893,0.9241476510017201
170,248.14144247682896,1.482809011809144,0.9439409538882256
171,292.45340814621295,1.9982689432943435,0.9437117794530699
172,239.73990600466044,2.0275352042277057,0.9334479278303979
173,296.70165020873804,2.138597916162226,0.962077928927849
174,344.4921409153047,2.2585724844686563,0.9601690303553088
175,298.21744977460605,2.100056707332365,0.9564030118237885
176,238.70786047826638,2.244891811009491,0.9768525496562308
177,278.9244873230487,2.1691520464709932,0.9475397413205251
178,275.3299512036549,2.1213376233772054,0.9160547087745201
179,263.46936207211195,2.2210102001684326,0.9305807974907105
180,378.363840017509,2.1891196541560434,0.9951754684821388
181,360.53660517259476,2.358220489940827,0.955491298019163
182,299.85637639622786,1.976945289963665,0.9860508262998241
183,293.5190734696608,1.7625361918819804,0.9617356801832833
184,308.3725688914539,2.2461576392246965,0.9446970569245875
185,299.4515133568826,2.3331832702465647,0.9055774623841355
186,304.69270070686827,1.8926634483275564,0.9470920149695629
187,236.4157117628982,1.6270802526175863,0.940388637804815
188,247.8648638716119,1.9643185024227405,0.9570083274256629
189,260.3311250511008,1.8673212787998912,0.9257770277027384
190,331.04607350854843,2.1287542696430584,0.9741335774823237
191,277.5682788361874,2.0060710435926343,0.9485685638228956
192,323.7982418619795,1.9958016154917662,0.9401523476102818
193,268.27804430303655,1.9154774113239927,0.9200092835478643
194,271.1513524292959,1.9122960635763813,0.9468380569540817
195,303.63275231316254,2.285365615403653,0.9358145807512155
196,297.69925478743255,2.2810119608918735,0.9506544468184666
197,289.5727451497372,2.060458543500373,0.9477693547285785
198,298.81315450833415,2.0144242843755937,0.9629667728605311
199,239.92544771355563,2.1500566965959615,0.9083927383919181
200,345.10568116834827,2.4892717271100104,0.9501570892595321
201,254.83759160186307,2.257463781061352,0.9469044078804365
202,295.5885296990098,2.0933126534334576,0.91608975692352
203,354.3187299843266,2.787313623624312,0.9756497602586337
204,328.2885040370394,1.9334406782625986,0.9231552776876911
205,277.6349547164549,2.1365240404636068,0.9226059397495161
206,335.5132921853429,2.1960591848716344,0.9499133383636998
207,315.5988251715254,1.6732040621694737,0.9423991535639644
208,273.44020105210575,2.103185278528373,0.9617892688206642
209,303.73765556095964,2.317417498601527,0.9683867613295349
210,328.8062463917083,2.0148357468794806,0.9817187181614926
211,261.75512505067223,1.987190272368856,0.9691033170737133
212,305.4884618350478,2.29144738799153,0.9679453577368416
213,276.7471248997789,2.2338790661899646,0.9324734848471599
214,279.43904595932526,1.8415433957166583,0.969500117736492
215,324.6838703005101,2.082763566402816,0.969277679305273
216,285.00141163391953,1.7935516681219172,0.9530115243407948
217,245.08172214947965,2.014276566935194,0.9487411512254189
218,265.41397067296293,2.0976296850747915,0.9740182948015257
219,370.6885052361168,2.186096324597292,0.964362375753896
220,309.4466834249475,2.07987437448764,0.9673829127066103
221,312.19005367137026,2.341735005894159,0.9280521251377818
222,273.8171761184749,2.0936979924489623,0.9393753145104282
223,270.86602887948595,2.122560952018129,0.9624807471576191
224,326.175386642576,1.7202380664037022,0.929654504390801
225,242.0825277155097,1.7606149804772546,0.9031973515710945
226,356.2754021001652,2.3210470877643345,0.9900554687655839
227,255.84532790676536,2.0396056842596546,0.9257791314968384
228,289.9005565074176,1.8365841131272815,0.9616801815971253
229,300.46603304512024,2.5411302736731587,0.9359923800748259
230,261.6021786317723,2.0097680868108014,0.9341658806867432
231,321.8459963152372,2.159833209755445,0.9620301116013373
232,348.22392989757356,2.1820887067059536,0.9956877743744668
233,273.06094431550406,1.813174077317492,0.9362419925113805
234,346.3740407244376,2.0595143205876236,0.9619497187809303
235,251.68218232765054,1.6677259096576669,0.9187673181636349
236,283.75314193700746,2.2039596044212133,0.9298539776268874
237,291.08200593809005,1.6807397520542993,0.9701541599566541
238,314.51761577559944,1.9603606667426647,0.9390396587752525
239,341.1493120723174,2.179923218702053,0.9513294315912493
240,368.66939930046914,1.9447545845150267,0.9776423251738773
241,239.46137500828755,1.933253936871052,0.9672604310982172
242,296.2052503781498,2.2440166185147663,0.9437972335375427
243,284.195153297915,2.0329990559788245,0.9510013563282123
244,344.77093484678653,2.333760359036743,0.9357257033116794
245,363.5977622803256,2.108783515129778,0.9212354463149132
246,274.22895683376396,1.9970925291904291,0.9735962700775779
247,296.6950687676467,1.7656801069374373,0.9744575970494294
248,289.60986088898096,2.39351991322509,0.9217386887677798
249,291.6210422009721,1.881664878552192,0.974550044931949
250,234.5007644207338,2.113221366332123,0.9522122184341373
251,257.33433564660874,2.040989260424028,0.9504262057864106
252,344.58518404684605,2.321184463048668,0.9453077773321343
253,309.9962814563576,2.2609564221454717,0.9672643005754643
254,214.13273857110204,2.2384493744028777,0.9247593330119277
255,305.5961559093524,1.947080524551131,0.9606579830136565
256,260.04685595959376,2.3505198256639503,0.911351697784496
257,271.00483844936986,2.348496886453296,0.9055730110062165
258,259.76752037192205,1.9216439735676,0.9059977227252876
259,243.41905756145098,2.1379150540574994,0.951232421650857
260,291.7842681998086,2.0308178333982467,0.9934392757863706
261,344.8249960487269,2.367357143453546,0.980798115152206
262,276.35440118191696,2.548723902334964,0.9363210004079885
263,230.33879533265917,2.2187297377213833,0.9575520838392324
264,304.46436657453677,2.5967134319262306,0.9148405234058214
265,290.4829108025584,2.472110151725129,0.9397978283499118
266,283.83866421319783,2.000077678299724,0.9529733380791154
267,281.4538457085251,1.725405177461147,0.9466452109636813
268,366.82678428535286,2.123331442870324,0.9936354758651953
269,343.75056480903163,2.379591353860331,0.9475902740891834
270,305.0529618637747,2.649945373813602,0.937614898826077
271,272.6582212451617,2.165751877266542,0.9569799103329529
272,290.37864903898156,1.9066996782050674,0.9388296807144518
273,260.049763254019,2.0370401021716535,0.946264895360545
274,295.6580831240797,2.381642683384115,0.9351429648608379
275,303.27351921913504,1.9976223567736935,0.9474741192635223
276,296.0368580791268,1.945444584621046,0.9870876229397081
277,279.4709720611958,2.662381441709421,0.9392483826867553
278,297.7004130401075,2.441469214032255,0.9521153372092876
279,367.6473026038261,2.1324208495721826,0.9773036636968988
280,366.0558239018717,2.318875789507337,0.9587698593700023
281,291.3028711783796,1.8759231592225185,0.9412003838014802
282,270.9970270524687,1.8959936211223187,0.9277450116547175
283,259.8817949552486,2.4062991814168266,0.9038663832324856
284,308.7316478197363,1.7878412353148025,0.9380128272227328
285,219.5894074248034,1.7348937478046658,0.9268227255185387
286,326.8481505511155,1.8109448689044036,0.9828868883820936
287,270.22994283225637,1.9818189093428196,0.9518848741905018
288,311.88691359480634,2.5007409428029623,0.9523685812192171
289,320.25002083055983,2.166409683356142,0.933837557432897
290,314.2589918446028,2.546742286032046,0.9435151626035395
291,283.5299983661255,2.1212929175218393,0.940905667310856
292,256.44666501627336,1.9390756114766199,0.9878671353804324
293,282.3978632652004,2.0140009713507387,0.9155780478794147
294,274.33327981258935,1.8773803943833396,0.9529445778890581
295,243.12941355211026,1.5596510454541928,0.9410264595125819
296,313.55523533764233,1.8595064452877792,0.9612560467848055
297,292.3281897835873,1.948637109854325,0.9040875185716347
298,315.545875439206,2.1039081992737367,0.9276271663229823
299,273.23605673534126,2.2032901447646185,0.9510155309172235
300,332.8100424719426,2.4334896203665366,0.9508389726876156
301,276.89721927278254,1.7151653635716482,0.9529867975692958
302,293.76114422990975,1.8398201316239964,0.9818410102455639
303,291.1649828118873,2.5854293225137406,0.9109221304245826
304,339.9921068294525,2.2774509016326805,0.9419890069109145
305,334.9243427377551,2.1273917726421487,0.9440431006914367
306,300.5065535910563,2.3349653843039375,0.991865089057397
307,311.74639586421875,1.9510064224964756,0.9418483452424016
308,335.334554282444,1.9112402663548427,0.9557716027942571
309,314.8114305291006,1.9034859286101735,0.9664304598103771
310,238.31529636621573,1.680356607208314,0.9542388984993898
311,283.75144325819576,2.100343174661096,0.9508023016893783
312,330.723622143032,2.2867256512181466,0.9701730530444441
313,270.12457336272917,1.8609779099379313,0.9419232252108161
314,302.22576598830557,2.0825939558070634,0.917675563797467
315,329.95546604118107,2.365747182887718,0.9853837791268436
316,375.0418148452124,2.198179415812967,0.9945684871397498
317,301.4885590065794,2.339806562205436,0.9639701274094056
318,343.58471848473533,1.7119060425615076,1.0096450818842304
319,326.634125238069,2.274638088597483,0.9749286068773775
320,308.79347572371574,2.1505164479266243,0.9334436968637876
321,324.77183755436295,2.6965375359023707,0.9328954980672781
322,340.07038589208327,1.8771996606717924,0.9466291552025998
323,258.30238044409174,1.6884410995810213,0.9325963010952192
324,290.2677650749608,2.1755107912439398,0.9610498116057333
325,287.2101799462773,1.882654469157356,0.9401361812244584
326,268.52625657890593,1.7583902052142117,0.9771902773487494
327,380.6104743362628,1.7631457444256045,0.98318633416217
328,262.31045949154054,2.191140916198065,0.9201960940804434
329,353.5461450036654,2.2506268307091046,0.9816999958295427
330,326.5673172763589,2.0338867531360734,0.9659585832074556
331,271.8749519751352,2.1749523469095986,0.9638773122803006
332,392.70580964527477,1.8642793238482702,0.9937534480486444
333,281.95623885113207,2.135419184676155,0.9567890166232047
