episode,reward,makespan,load_balance
1,172.22456760497522,0.7406939664432375,0.9891197846594212
2,160.41585902786227,1.2313706047333202,1.0191173480931055
3,215.76193895844182,2.2712149704899103,1.0581160184850482
4,115.06723834181318,1.0299414732037824,0.9841631045673733
5,180.10605470836492,1.7714294495340748,1.0013433466945434
6,182.29042664604063,1.6313368006304156,1.0162009369920781
7,188.09267038869223,1.6483923675628056,1.0288007343811176
8,172.04640830181393,1.962611897146758,0.9960204041883243
9,251.08926921973972,1.4120825538753898,1.0611582735269318
10,152.06741708160658,1.3386919541166176,1.0159008259792013
11,184.3089618700135,1.2842346731261973,1.031739423994625
12,181.3310923016552,1.3727065236610578,1.0150879001542608
13,206.85994728057676,1.2472427137663828,1.0159477700509725
14,178.4974526816883,1.407291371104002,1.051694433441124
15,159.49374874482433,1.1939117416111813,1.0582825320215812
16,147.56937746250335,1.2398874834163176,0.9880298972023184
17,199.6936666087565,1.410384375471811,1.0370844978816591
18,213.21028703315775,1.2703647121698751,1.0301402352867113
19,128.92247516500248,1.5578543306687656,0.99504433434832
20,184.74265052954962,1.408623786694261,1.0621612984957138
